rangetime(ms),tag_ID,x(m),y(m),z(m),range0(m),range1(m),range2(m),range3(m),range4(m),range5(m),range6(m),range7(m),rx_pwr(dBm),accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,roll,pitch,yaw,
2026-01-21 15:45:06.279,Tag 1,2.257,0.889,1.030,2.65,1.55,2.11,2.87,2.36,1.37,2.79,2.96,-78.33,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:06.327,Tag 1,2.258,0.888,1.027,2.65,1.55,2.11,2.86,2.36,1.37,2.78,2.96,-78.30,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:06.378,Tag 1,2.258,0.888,1.027,2.65,1.55,2.11,2.86,2.36,1.37,2.78,2.96,-78.30,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:06.427,Tag 1,2.260,0.886,1.025,2.64,1.55,2.10,2.86,2.37,1.37,2.69,2.96,-78.38,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:06.478,Tag 1,2.260,0.886,1.025,2.64,1.55,2.10,2.86,2.37,1.37,2.69,2.96,-78.38,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:06.527,Tag 1,2.261,0.885,1.024,2.64,1.56,2.10,2.85,2.37,1.37,2.69,2.96,-78.52,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:06.576,Tag 1,2.261,0.885,1.024,2.64,1.56,2.10,2.85,2.37,1.37,2.69,2.96,-78.52,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:06.626,Tag 1,2.262,0.885,1.022,2.64,1.55,2.10,2.86,2.37,1.37,2.70,2.96,-78.43,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:06.677,Tag 1,2.262,0.885,1.022,2.64,1.55,2.10,2.86,2.37,1.37,2.70,2.96,-78.43,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:06.726,Tag 1,2.262,0.887,1.021,2.64,1.55,2.11,2.87,2.37,null,2.83,2.96,-78.33,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:06.777,Tag 1,2.262,0.887,1.021,2.64,1.55,2.11,2.87,2.37,null,2.83,2.96,-78.33,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:06.828,Tag 1,2.260,0.887,1.020,2.64,1.55,2.10,2.87,2.38,1.38,2.83,2.96,-78.30,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:06.879,Tag 1,2.260,0.887,1.020,2.64,1.55,2.10,2.87,2.38,1.38,2.83,2.96,-78.30,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:06.927,Tag 1,2.259,0.887,1.018,2.64,1.56,2.10,2.87,2.37,1.38,null,2.95,-78.22,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:06.977,Tag 1,2.259,0.887,1.018,2.64,1.56,2.10,2.87,2.37,1.38,null,2.95,-78.22,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:07.026,Tag 1,2.257,0.889,1.017,2.65,1.56,2.10,2.88,2.37,1.39,2.93,2.95,-78.40,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:07.078,Tag 1,2.257,0.889,1.017,2.65,1.56,2.10,2.88,2.37,1.39,2.93,2.95,-78.40,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:07.127,Tag 1,2.258,0.890,1.017,2.64,1.55,2.10,2.88,2.37,1.39,3.01,2.96,-78.45,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:07.176,Tag 1,2.258,0.890,1.017,2.64,1.55,2.10,2.88,2.37,1.39,3.01,2.96,-78.45,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:07.228,Tag 1,2.260,0.891,1.016,2.63,1.54,2.10,2.87,2.37,1.39,null,2.96,-78.21,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:07.277,Tag 1,2.260,0.891,1.016,2.63,1.54,2.10,2.87,2.37,1.39,null,2.96,-78.21,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:07.327,Tag 1,2.262,0.890,1.013,2.63,1.53,null,2.86,2.37,1.38,null,2.96,-78.32,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:07.378,Tag 1,2.262,0.890,1.013,2.63,1.53,null,2.86,2.37,1.38,null,2.96,-78.32,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:07.427,Tag 1,2.265,0.916,0.980,2.62,1.53,2.09,2.85,2.37,1.39,3.08,2.96,-78.26,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:07.477,Tag 1,2.265,0.916,0.980,2.62,1.53,2.09,2.85,2.37,1.39,3.08,2.96,-78.26,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:07.528,Tag 1,2.266,0.914,0.975,2.62,1.53,2.09,2.84,2.38,1.39,3.04,null,-78.15,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:07.578,Tag 1,2.266,0.914,0.975,2.62,1.53,2.09,2.84,2.38,1.39,3.04,null,-78.15,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:07.627,Tag 1,2.268,0.910,0.969,2.62,1.53,2.09,2.84,2.38,1.39,2.90,2.96,-78.08,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:07.678,Tag 1,2.268,0.910,0.969,2.62,1.53,2.09,2.84,2.38,1.39,2.90,2.96,-78.08,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:07.729,Tag 1,2.265,0.909,0.963,2.62,1.54,2.09,2.85,2.37,1.38,2.79,2.95,-78.20,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:07.777,Tag 1,2.265,0.909,0.963,2.62,1.54,2.09,2.85,2.37,1.38,2.79,2.95,-78.20,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:07.827,Tag 1,2.263,0.908,0.960,2.63,1.53,2.09,2.86,2.37,1.39,2.70,2.95,-78.10,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:07.877,Tag 1,2.263,0.908,0.960,2.63,1.53,2.09,2.86,2.37,1.39,2.70,2.95,-78.10,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:07.929,Tag 1,2.261,0.908,0.958,2.64,1.54,2.09,2.85,2.37,1.39,2.63,2.95,-78.05,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:07.978,Tag 1,2.261,0.908,0.958,2.64,1.54,2.09,2.85,2.37,1.39,2.63,2.95,-78.05,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:08.027,Tag 1,2.261,0.883,0.987,2.65,1.54,2.09,2.85,null,1.38,2.58,2.94,-78.20,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:08.078,Tag 1,2.261,0.883,0.987,2.65,1.54,2.09,2.85,null,1.38,2.58,2.94,-78.20,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:08.127,Tag 1,2.263,0.887,0.991,2.66,1.54,2.09,2.85,2.36,1.37,2.53,2.94,-78.20,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:08.177,Tag 1,2.263,0.887,0.991,2.66,1.54,2.09,2.85,2.36,1.37,2.53,2.94,-78.20,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:08.227,Tag 1,2.266,0.889,0.996,2.67,1.54,2.10,2.85,2.36,1.36,2.50,2.94,-78.18,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:08.278,Tag 1,2.266,0.889,0.996,2.67,1.54,2.10,2.85,2.36,1.36,2.50,2.94,-78.18,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:08.327,Tag 1,2.272,0.888,1.004,2.67,1.54,2.09,2.84,2.36,1.36,2.47,2.94,-78.21,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:08.378,Tag 1,2.272,0.888,1.004,2.67,1.54,2.09,2.84,2.36,1.36,2.47,2.94,-78.21,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:08.427,Tag 1,2.277,0.889,1.009,2.67,1.55,2.09,2.85,2.35,1.36,2.44,2.94,-78.29,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:08.478,Tag 1,2.277,0.889,1.009,2.67,1.55,2.09,2.85,2.35,1.36,2.44,2.94,-78.29,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:08.527,Tag 1,2.284,0.890,1.016,2.67,1.55,2.10,2.86,2.35,1.36,2.41,2.94,-78.17,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:08.579,Tag 1,2.284,0.890,1.016,2.67,1.55,2.10,2.86,2.35,1.36,2.41,2.94,-78.17,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:08.628,Tag 1,2.288,0.892,1.022,2.68,1.56,2.09,2.86,2.36,1.36,2.38,2.94,-78.02,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:08.676,Tag 1,2.288,0.892,1.022,2.68,1.56,2.09,2.86,2.36,1.36,2.38,2.94,-78.02,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:08.728,Tag 1,2.289,0.893,1.027,2.68,1.56,2.09,2.85,2.35,1.36,2.37,2.94,-78.20,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:08.778,Tag 1,2.289,0.893,1.027,2.68,1.56,2.09,2.85,2.35,1.36,2.37,2.94,-78.20,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:08.827,Tag 1,2.290,0.895,1.031,2.69,1.56,2.09,2.85,2.35,1.36,2.35,2.94,-78.13,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:08.879,Tag 1,2.290,0.895,1.031,2.69,1.56,2.09,2.85,2.35,1.36,2.35,2.94,-78.13,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:08.927,Tag 1,2.292,0.897,1.036,2.69,1.56,2.09,2.85,2.35,1.36,2.33,2.94,-78.21,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:08.977,Tag 1,2.292,0.897,1.036,2.69,1.56,2.09,2.85,2.35,1.36,2.33,2.94,-78.21,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:09.028,Tag 1,2.293,0.899,1.040,2.69,1.56,2.09,2.84,2.35,1.35,2.32,2.94,-78.04,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:09.079,Tag 1,2.293,0.899,1.040,2.69,1.56,2.09,2.84,2.35,1.35,2.32,2.94,-78.04,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:09.127,Tag 1,2.295,0.900,1.043,2.70,1.56,2.10,2.83,2.35,1.35,2.31,2.93,-78.10,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:09.178,Tag 1,2.295,0.900,1.043,2.70,1.56,2.10,2.83,2.35,1.35,2.31,2.93,-78.10,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:09.227,Tag 1,2.298,0.899,1.046,2.70,1.55,2.09,2.85,2.35,1.35,2.32,2.93,-78.22,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:09.277,Tag 1,2.298,0.899,1.046,2.70,1.55,2.09,2.85,2.35,1.35,2.32,2.93,-78.22,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:09.328,Tag 1,2.302,0.898,1.047,2.70,null,2.09,2.85,2.35,1.34,2.32,2.93,-78.06,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:09.378,Tag 1,2.302,0.898,1.047,2.70,null,2.09,2.85,2.35,1.34,2.32,2.93,-78.06,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:09.428,Tag 1,2.274,0.934,1.076,2.70,1.56,2.09,2.84,2.35,1.33,2.32,2.93,-78.13,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:09.479,Tag 1,2.274,0.934,1.076,2.70,1.56,2.09,2.84,2.35,1.33,2.32,2.93,-78.13,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:09.526,Tag 1,2.278,0.933,1.077,2.71,1.56,2.10,2.84,2.35,1.33,2.32,2.93,-78.19,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:09.578,Tag 1,2.278,0.933,1.077,2.71,1.56,2.10,2.84,2.35,1.33,2.32,2.93,-78.19,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:09.626,Tag 1,2.283,0.930,1.081,2.71,1.56,2.10,2.85,2.35,1.33,2.31,2.93,-78.21,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:09.727,Tag 1,2.286,0.930,1.083,2.72,1.56,2.10,2.84,2.35,1.33,2.30,2.94,-78.14,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:09.829,Tag 1,2.288,0.933,1.084,2.71,1.56,2.09,2.85,2.35,1.33,2.30,2.94,-78.23,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:09.877,Tag 1,2.288,0.933,1.084,2.71,1.56,2.09,2.85,2.35,1.33,2.30,2.94,-78.23,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:09.928,Tag 1,2.291,0.934,1.087,2.71,1.56,2.10,2.85,2.34,1.33,2.30,2.94,-78.07,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:09.978,Tag 1,2.291,0.934,1.087,2.71,1.56,2.10,2.85,2.34,1.33,2.30,2.94,-78.07,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:10.026,Tag 1,2.325,0.897,1.061,2.71,1.56,2.09,2.86,2.34,1.33,2.29,2.94,-78.01,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:10.078,Tag 1,2.325,0.897,1.061,2.71,1.56,2.09,2.86,2.34,1.33,2.29,2.94,-78.01,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:10.127,Tag 1,2.326,0.898,1.063,2.71,1.56,2.10,2.85,2.34,1.33,2.29,2.94,-78.04,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 15:45:10.180,Tag 1,2.326,0.898,1.063,2.71,1.56,2.10,2.85,2.34,1.33,2.29,2.94,-78.04,0,0,0,0,0,0,0,0,0,0,0,0,,
