contact_time,threshold_value,point_name,fixed_point_x,fixed_point_y,fixed_point_z,tag_x,tag_y,tag_z,tag_id,distance
2026-01-21 15:45:18.229,0.25,灭火器把手,2.84,0.69,0.5,3.047,0.668,0.518,Tag 1,0.2089425758432209
2026-01-21 15:45:18.277,0.25,灭火器把手,2.84,0.69,0.5,3.047,0.668,0.518,Tag 1,0.2089425758432209
2026-01-21 15:45:18.329,0.25,灭火器把手,2.84,0.69,0.5,3.018,0.676,0.59,Tag 1,0.19994999374843692
2026-01-21 15:45:18.377,0.25,灭火器把手,2.84,0.69,0.5,3.018,0.676,0.59,Tag 1,0.19994999374843692
2026-01-21 15:45:18.427,0.25,灭火器把手,2.84,0.69,0.5,3.001,0.677,0.673,Tag 1,0.23668333274652026
2026-01-21 15:45:18.477,0.25,灭火器把手,2.84,0.69,0.5,3.001,0.677,0.673,Tag 1,0.23668333274652026
2026-01-21 15:45:22.326,0.75,焊把钳下端,3.02,1.15,1.56,2.383,1.008,1.672,Tag 1,0.6621759584883763
2026-01-21 15:45:22.377,0.75,焊把钳下端,3.02,1.15,1.56,2.383,1.008,1.672,Tag 1,0.6621759584883763
2026-01-21 15:45:22.427,0.75,焊把钳下端,3.02,1.15,1.56,2.459,0.996,1.593,Tag 1,0.5826885960785572
2026-01-21 15:45:22.476,0.75,焊把钳下端,3.02,1.15,1.56,2.459,0.996,1.593,Tag 1,0.5826885960785572
2026-01-21 15:45:22.527,0.75,焊把钳下端,3.02,1.15,1.56,2.549,0.97,1.492,Tag 1,0.5087877750103672
2026-01-21 15:45:22.577,0.75,焊把钳下端,3.02,1.15,1.56,2.549,0.97,1.492,Tag 1,0.5087877750103672
2026-01-21 15:45:22.628,0.75,焊把钳下端,3.02,1.15,1.56,2.629,0.938,1.391,Tag 1,0.475800378310064
2026-01-21 15:45:22.677,0.75,焊把钳下端,3.02,1.15,1.56,2.629,0.938,1.391,Tag 1,0.475800378310064
2026-01-21 15:45:22.728,0.75,焊把钳下端,3.02,1.15,1.56,2.684,0.908,1.282,Tag 1,0.4987424184887424
2026-01-21 15:45:22.778,0.75,焊把钳下端,3.02,1.15,1.56,2.684,0.908,1.282,Tag 1,0.4987424184887424
2026-01-21 15:45:22.827,0.75,焊把钳下端,3.02,1.15,1.56,2.726,0.887,1.186,Tag 1,0.5435816406024031
2026-01-21 15:45:22.877,0.75,焊把钳下端,3.02,1.15,1.56,2.726,0.887,1.186,Tag 1,0.5435816406024031
2026-01-21 15:45:22.928,0.75,焊把钳下端,3.02,1.15,1.56,2.77,0.859,1.096,Tag 1,0.6020606281762659
2026-01-21 15:45:22.978,0.75,焊把钳下端,3.02,1.15,1.56,2.77,0.859,1.096,Tag 1,0.6020606281762659
2026-01-21 15:45:23.026,0.75,焊把钳下端,3.02,1.15,1.56,2.814,0.829,1.013,Tag 1,0.6668478087239997
2026-01-21 15:45:23.079,0.75,焊把钳下端,3.02,1.15,1.56,2.814,0.829,1.013,Tag 1,0.6668478087239997
2026-01-21 15:45:23.127,0.75,焊把钳下端,3.02,1.15,1.56,2.852,0.8,0.943,Tag 1,0.7289807953574635
2026-01-21 15:45:23.178,0.25,灭火器把手,2.84,0.69,0.5,2.843,0.529,0.648,Tag 0,0.2187098534588691
2026-01-21 15:45:23.178,0.75,焊把钳下端,3.02,1.15,1.56,2.852,0.8,0.943,Tag 1,0.7289807953574635
2026-01-21 15:45:23.228,0.25,灭火器把手,2.84,0.69,0.5,2.843,0.529,0.648,Tag 0,0.2187098534588691
2026-01-21 15:45:23.278,0.25,灭火器把手,2.84,0.69,0.5,2.893,0.546,0.615,Tag 0,0.19175505208468424
2026-01-21 15:45:23.328,0.25,灭火器把手,2.84,0.69,0.5,2.893,0.546,0.615,Tag 0,0.19175505208468424
2026-01-21 15:45:23.378,0.25,灭火器把手,2.84,0.69,0.5,2.932,0.558,0.583,Tag 0,0.1810441934998192
2026-01-21 15:45:23.427,0.25,灭火器把手,2.84,0.69,0.5,2.932,0.558,0.583,Tag 0,0.1810441934998192
2026-01-21 15:45:23.479,0.25,灭火器把手,2.84,0.69,0.5,2.963,0.568,0.555,Tag 0,0.18176358271116924
2026-01-21 15:45:23.527,0.25,灭火器把手,2.84,0.69,0.5,2.963,0.568,0.555,Tag 0,0.18176358271116924
2026-01-21 15:45:23.527,0.25,灭火器把手,2.84,0.69,0.5,2.963,0.742,0.697,Tag 1,0.23799579828223866
2026-01-21 15:45:23.577,0.25,灭火器把手,2.84,0.69,0.5,3.017,0.553,0.45,Tag 0,0.2293425385749447
2026-01-21 15:45:23.577,0.25,灭火器把手,2.84,0.69,0.5,2.963,0.742,0.697,Tag 1,0.23799579828223866
2026-01-21 15:45:23.628,0.25,灭火器把手,2.84,0.69,0.5,3.017,0.553,0.45,Tag 0,0.2293425385749447
2026-01-21 15:45:23.628,0.25,灭火器把手,2.84,0.69,0.5,2.984,0.733,0.647,Tag 1,0.21022369038716843
2026-01-21 15:45:23.678,0.25,灭火器把手,2.84,0.69,0.5,3.032,0.56,0.432,Tag 0,0.24163609001968236
2026-01-21 15:45:23.678,0.25,灭火器把手,2.84,0.69,0.5,2.984,0.733,0.647,Tag 1,0.21022369038716843
2026-01-21 15:45:23.727,0.25,灭火器把手,2.84,0.69,0.5,3.032,0.56,0.432,Tag 0,0.24163609001968236
2026-01-21 15:45:23.727,0.25,灭火器把手,2.84,0.69,0.5,3.003,0.727,0.6,Tag 1,0.19477679533250383
2026-01-21 15:45:23.778,0.35,油箱顶部,2.86,0.42,0.25,3.044,0.567,0.42,Tag 0,0.29045653719618714
2026-01-21 15:45:23.778,0.25,灭火器把手,2.84,0.69,0.5,3.003,0.727,0.6,Tag 1,0.19477679533250383
2026-01-21 15:45:23.829,0.35,油箱顶部,2.86,0.42,0.25,3.044,0.567,0.42,Tag 0,0.29045653719618714
2026-01-21 15:45:23.829,0.25,灭火器把手,2.84,0.69,0.5,3.019,0.723,0.558,Tag 1,0.19103402838238034
2026-01-21 15:45:23.878,0.35,油箱顶部,2.86,0.42,0.25,3.051,0.572,0.408,Tag 0,0.2907731074222651
2026-01-21 15:45:23.878,0.25,灭火器把手,2.84,0.69,0.5,3.019,0.723,0.558,Tag 1,0.19103402838238034
2026-01-21 15:45:23.927,0.35,油箱顶部,2.86,0.42,0.25,3.051,0.572,0.408,Tag 0,0.2907731074222651
2026-01-21 15:45:23.927,0.25,灭火器把手,2.84,0.69,0.5,3.034,0.717,0.522,Tag 1,0.19710149669649893
2026-01-21 15:45:23.977,0.35,油箱顶部,2.86,0.42,0.25,3.058,0.57,0.411,Tag 0,0.2960152023123136
2026-01-21 15:45:23.977,0.25,灭火器把手,2.84,0.69,0.5,3.034,0.717,0.522,Tag 1,0.19710149669649893
2026-01-21 15:45:24.027,0.35,油箱顶部,2.86,0.42,0.25,3.058,0.57,0.411,Tag 0,0.2960152023123136
2026-01-21 15:45:24.027,0.25,灭火器把手,2.84,0.69,0.5,3.047,0.711,0.487,Tag 1,0.20846822299813497
2026-01-21 15:45:24.077,0.35,油箱顶部,2.86,0.42,0.25,3.062,0.567,0.408,Tag 0,0.29559600809212555
2026-01-21 15:45:24.077,0.25,灭火器把手,2.84,0.69,0.5,3.047,0.711,0.487,Tag 1,0.20846822299813497
2026-01-21 15:45:24.127,0.35,油箱顶部,2.86,0.42,0.25,3.062,0.567,0.408,Tag 0,0.29559600809212555
