contact_time,threshold_value,point_name,fixed_point_x,fixed_point_y,fixed_point_z,tag_x,tag_y,tag_z,tag_id,distance,distance_ratio
2026-01-21 15:45:18.229,0.25,灭火器把手,2.84,0.69,0.5,3.047,0.668,0.518,Tag 1,0.2089425758432209,0.8357703033728836
2026-01-21 15:45:18.277,0.25,灭火器把手,2.84,0.69,0.5,3.047,0.668,0.518,Tag 1,0.2089425758432209,0.8357703033728836
2026-01-21 15:45:18.329,0.25,灭火器把手,2.84,0.69,0.5,3.018,0.676,0.59,Tag 1,0.19994999374843692,0.7997999749937477
2026-01-21 15:45:18.377,0.25,灭火器把手,2.84,0.69,0.5,3.018,0.676,0.59,Tag 1,0.19994999374843692,0.7997999749937477
2026-01-21 15:45:18.427,0.25,灭火器把手,2.84,0.69,0.5,3.001,0.677,0.673,Tag 1,0.23668333274652026,0.946733330986081
2026-01-21 15:45:18.477,0.25,灭火器把手,2.84,0.69,0.5,3.001,0.677,0.673,Tag 1,0.23668333274652026,0.946733330986081
2026-01-21 15:45:23.178,0.25,灭火器把手,2.84,0.69,0.5,2.843,0.529,0.648,Tag 0,0.2187098534588691,0.8748394138354764
2026-01-21 15:45:23.228,0.25,灭火器把手,2.84,0.69,0.5,2.843,0.529,0.648,Tag 0,0.2187098534588691,0.8748394138354764
2026-01-21 15:45:23.278,0.25,灭火器把手,2.84,0.69,0.5,2.893,0.546,0.615,Tag 0,0.19175505208468424,0.767020208338737
2026-01-21 15:45:23.328,0.25,灭火器把手,2.84,0.69,0.5,2.893,0.546,0.615,Tag 0,0.19175505208468424,0.767020208338737
2026-01-21 15:45:23.378,0.25,灭火器把手,2.84,0.69,0.5,2.932,0.558,0.583,Tag 0,0.1810441934998192,0.7241767739992768
2026-01-21 15:45:23.427,0.25,灭火器把手,2.84,0.69,0.5,2.932,0.558,0.583,Tag 0,0.1810441934998192,0.7241767739992768
2026-01-21 15:45:23.479,0.25,灭火器把手,2.84,0.69,0.5,2.963,0.568,0.555,Tag 0,0.18176358271116924,0.727054330844677
2026-01-21 15:45:23.527,0.25,灭火器把手,2.84,0.69,0.5,2.963,0.568,0.555,Tag 0,0.18176358271116924,0.727054330844677
2026-01-21 15:45:23.527,0.25,灭火器把手,2.84,0.69,0.5,2.963,0.742,0.697,Tag 1,0.23799579828223866,0.9519831931289546
2026-01-21 15:45:23.577,0.35,油箱顶部,2.86,0.42,0.25,3.017,0.553,0.45,Tag 0,0.2869459879489519,0.8198456798541482
2026-01-21 15:45:23.577,0.25,灭火器把手,2.84,0.69,0.5,2.963,0.742,0.697,Tag 1,0.23799579828223866,0.9519831931289546
2026-01-21 15:45:23.628,0.35,油箱顶部,2.86,0.42,0.25,3.017,0.553,0.45,Tag 0,0.2869459879489519,0.8198456798541482
2026-01-21 15:45:23.628,0.25,灭火器把手,2.84,0.69,0.5,2.984,0.733,0.647,Tag 1,0.21022369038716843,0.8408947615486737
2026-01-21 15:45:23.678,0.35,油箱顶部,2.86,0.42,0.25,3.032,0.56,0.432,Tag 0,0.2868937085402886,0.8196963101151103
2026-01-21 15:45:23.678,0.25,灭火器把手,2.84,0.69,0.5,2.984,0.733,0.647,Tag 1,0.21022369038716843,0.8408947615486737
2026-01-21 15:45:23.727,0.35,油箱顶部,2.86,0.42,0.25,3.032,0.56,0.432,Tag 0,0.2868937085402886,0.8196963101151103
