contact_time,threshold_value,point_name,fixed_point_x,fixed_point_y,fixed_point_z,tag_x,tag_y,tag_z,tag_id,distance,distance_ratio
2026-01-21 15:37:38.746,0.4,焊把钳下端,3.02,1.15,1.56,2.707,1.034,1.744,Tag 1,0.3811574477824093,0.9528936194560231
2026-01-21 15:37:38.796,0.4,焊把钳下端,3.02,1.15,1.56,2.707,1.034,1.744,Tag 1,0.3811574477824093,0.9528936194560231
2026-01-21 15:37:38.846,0.4,焊把钳下端,3.02,1.15,1.56,2.73,0.993,1.74,Tag 1,0.37569801702963507,0.9392450425740876
2026-01-21 15:37:38.894,0.4,焊把钳下端,3.02,1.15,1.56,2.73,0.993,1.74,Tag 1,0.37569801702963507,0.9392450425740876
2026-01-21 15:37:38.946,0.4,焊把钳下端,3.02,1.15,1.56,2.721,0.948,1.721,Tag 1,0.39512782741791286,0.9878195685447821
2026-01-21 15:37:38.995,0.4,焊把钳下端,3.02,1.15,1.56,2.721,0.948,1.721,Tag 1,0.39512782741791286,0.9878195685447821
2026-01-21 15:37:41.596,0.25,灭火器把手,2.84,0.69,0.5,2.759,0.581,0.665,Tag 0,0.21369838558117374,0.854793542324695
2026-01-21 15:37:41.646,0.25,灭火器把手,2.84,0.69,0.5,2.759,0.581,0.665,Tag 0,0.21369838558117374,0.854793542324695
2026-01-21 15:37:41.846,0.25,灭火器把手,2.84,0.69,0.5,3.045,0.726,0.617,Tag 1,0.2387676695032224,0.9550706780128896
2026-01-21 15:37:41.895,0.25,灭火器把手,2.84,0.69,0.5,3.045,0.726,0.617,Tag 1,0.2387676695032224,0.9550706780128896
2026-01-21 15:37:45.996,0.25,灭火器把手,2.84,0.69,0.5,2.926,0.543,0.657,Tag 0,0.23163333093490676,0.926533323739627
2026-01-21 15:37:46.046,0.25,灭火器把手,2.84,0.69,0.5,2.926,0.543,0.657,Tag 0,0.23163333093490676,0.926533323739627
2026-01-21 15:37:46.097,0.25,灭火器把手,2.84,0.69,0.5,2.938,0.54,0.612,Tag 0,0.21130073355291512,0.8452029342116605
2026-01-21 15:37:46.147,0.25,灭火器把手,2.84,0.69,0.5,2.938,0.54,0.612,Tag 0,0.21130073355291512,0.8452029342116605
2026-01-21 15:37:46.197,0.25,灭火器把手,2.84,0.69,0.5,2.944,0.539,0.574,Tag 0,0.19771949827975993,0.7908779931190397
