contact_time,threshold_value,point_name,fixed_point_x,fixed_point_y,fixed_point_z,tag_x,tag_y,tag_z,tag_id,distance,distance_ratio
2026-01-21 15:37:46.197,0.2,灭火器把手,2.84,0.69,0.5,2.944,0.539,0.574,Tag 0,0.19771949827975993,0.9885974913987996
2026-01-21 15:37:46.246,0.2,灭火器把手,2.84,0.69,0.5,2.944,0.539,0.574,Tag 0,0.19771949827975993,0.9885974913987996
2026-01-21 15:37:46.296,0.2,灭火器把手,2.84,0.69,0.5,2.947,0.54,0.543,Tag 0,0.18920359404620204,0.9460179702310102
2026-01-21 15:37:46.345,0.2,灭火器把手,2.84,0.69,0.5,2.947,0.54,0.543,Tag 0,0.18920359404620204,0.9460179702310102
2026-01-21 15:37:46.395,0.2,灭火器把手,2.84,0.69,0.5,2.946,0.542,0.519,Tag 0,0.1830327839486687,0.9151639197433434
2026-01-21 15:37:46.446,0.2,灭火器把手,2.84,0.69,0.5,2.946,0.542,0.519,Tag 0,0.1830327839486687,0.9151639197433434
2026-01-21 15:37:46.496,0.3,油箱顶部,2.86,0.42,0.25,2.941,0.548,0.345,Tag 0,0.17880156598866803,0.5960052199622268
2026-01-21 15:37:46.547,0.3,油箱顶部,2.86,0.42,0.25,2.941,0.548,0.345,Tag 0,0.17880156598866803,0.5960052199622268
2026-01-21 15:37:46.595,0.3,油箱顶部,2.86,0.42,0.25,2.936,0.55,0.174,Tag 0,0.1686772065218061,0.562257355072687
2026-01-21 15:37:46.645,0.3,油箱顶部,2.86,0.42,0.25,2.936,0.55,0.174,Tag 0,0.1686772065218061,0.562257355072687
2026-01-21 15:37:46.695,0.3,油箱顶部,2.86,0.42,0.25,2.931,0.549,0.011,Tag 0,0.28071872043025564,0.9357290681008522
2026-01-21 15:37:46.745,0.3,油箱顶部,2.86,0.42,0.25,2.931,0.549,0.011,Tag 0,0.28071872043025564,0.9357290681008522
2026-01-21 15:37:47.895,0.3,油箱顶部,2.86,0.42,0.25,2.844,0.579,0.005,Tag 0,0.2925098288946886,0.9750327629822952
2026-01-21 15:37:47.945,0.3,油箱顶部,2.86,0.42,0.25,2.844,0.579,0.005,Tag 0,0.2925098288946886,0.9750327629822952
2026-01-21 15:37:47.994,0.3,油箱顶部,2.86,0.42,0.25,2.797,0.584,0.251,Tag 0,0.17568722207377507,0.5856240735792503
