rangetime(ms),tag_ID,x(m),y(m),z(m),range0(m),range1(m),range2(m),range3(m),range4(m),range5(m),range6(m),range7(m),rx_pwr(dBm),accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,roll,pitch,yaw
2026-01-21 16:20:35.021,Tag 1,3.157,1.229,1.83,3.83,2.24,2.27,7.74,3.08,1.02,1.51,2.98,-78.2,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.021,Tag 0,4.316,1.342,0.394,4.32,1.8,1.86,5.01,3.61,1.21,1.32,3.4,-78.85,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.070,Tag 1,3.157,1.229,1.83,3.83,2.24,2.27,7.74,3.08,1.02,1.51,2.98,-78.2,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.070,Tag 0,4.263,1.308,0.454,4.32,1.79,1.86,4.87,3.56,1.2,1.32,3.37,-79.0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.122,Tag 1,3.148,1.236,1.833,3.79,2.25,2.28,7.82,3.08,1.0,1.51,2.97,-78.33,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.122,Tag 0,4.263,1.308,0.454,4.32,1.79,1.86,4.87,3.56,1.2,1.32,3.37,-79.0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.170,Tag 1,3.148,1.236,1.833,3.79,2.25,2.28,7.82,3.08,1.0,1.51,2.97,-78.33,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.170,Tag 0,4.218,1.278,0.492,4.4,1.92,1.87,5.08,3.54,1.19,1.31,3.42,-78.33,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.221,Tag 1,3.129,1.244,1.839,3.77,2.26,2.29,7.59,3.07,0.98,1.52,2.97,-78.48,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.221,Tag 0,4.218,1.278,0.492,4.4,1.92,1.87,5.08,3.54,1.19,1.31,3.42,-78.33,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.272,Tag 1,3.129,1.244,1.839,3.77,2.26,2.29,7.59,3.07,0.98,1.52,2.97,-78.48,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.272,Tag 0,4.168,1.273,0.601,,2.03,1.88,5.03,3.64,1.2,1.3,3.47,-78.57,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.322,Tag 1,3.105,1.249,1.848,3.85,2.26,2.28,7.38,3.08,0.98,1.52,2.96,-78.58,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.322,Tag 0,4.168,1.273,0.601,,2.03,1.88,5.03,3.64,1.2,1.3,3.47,-78.57,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.370,Tag 1,3.105,1.249,1.848,3.85,2.26,2.28,7.38,3.08,0.98,1.52,2.96,-78.58,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.370,Tag 0,4.215,1.276,0.601,4.3,2.11,1.87,5.58,3.6,1.22,1.29,3.44,-78.95,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.420,Tag 1,3.093,1.257,1.856,3.92,2.35,2.28,6.82,3.08,0.97,1.5,2.96,-78.71,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.420,Tag 0,4.215,1.276,0.601,4.3,2.11,1.87,5.58,3.6,1.22,1.29,3.44,-78.95,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.471,Tag 1,3.093,1.257,1.856,3.92,2.35,2.28,6.82,3.08,0.97,1.5,2.96,-78.71,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.471,Tag 0,4.143,1.308,0.729,4.45,2.06,1.87,6.06,3.54,1.22,1.27,3.4,-78.75,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.520,Tag 1,3.091,1.273,1.872,4.0,2.54,2.27,6.43,3.09,0.98,1.49,2.95,-78.68,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.520,Tag 0,4.143,1.308,0.729,4.45,2.06,1.87,6.06,3.54,1.22,1.27,3.4,-78.75,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.571,Tag 1,3.091,1.273,1.872,4.0,2.54,2.27,6.43,3.09,0.98,1.49,2.95,-78.68,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.571,Tag 0,4.132,1.337,0.788,4.57,2.03,,6.46,3.5,1.22,1.26,3.35,-78.67,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.620,Tag 1,3.087,1.319,1.9,4.08,2.69,2.26,6.1,3.09,0.98,1.48,3.0,-78.78,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.620,Tag 0,4.132,1.337,0.788,4.57,2.03,,6.46,3.5,1.22,1.26,3.35,-78.67,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.670,Tag 1,3.087,1.319,1.9,4.08,2.69,2.26,6.1,3.09,0.98,1.48,3.0,-78.78,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.670,Tag 0,4.166,0.822,0.66,4.64,2.04,1.87,6.65,3.47,1.23,1.26,3.3,-78.56,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.720,Tag 0,4.166,0.822,0.66,4.64,2.04,1.87,6.65,3.47,1.23,1.26,3.3,-78.56,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.720,Tag 1,3.082,1.393,1.939,4.15,2.8,2.25,5.84,3.1,0.98,1.48,3.05,-78.75,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.770,Tag 1,3.082,1.393,1.939,4.15,2.8,2.25,5.84,3.1,0.98,1.48,3.05,-78.75,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.770,Tag 0,4.218,0.852,0.625,4.68,2.04,1.88,6.14,3.44,1.44,1.26,3.26,-78.56,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.820,Tag 1,3.084,1.486,1.982,4.2,2.9,2.26,,3.1,0.98,1.47,3.08,-78.75,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.820,Tag 0,4.218,0.852,0.625,4.68,2.04,1.88,6.14,3.44,1.44,1.26,3.26,-78.56,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.871,Tag 1,3.084,1.486,1.982,4.2,2.9,2.26,,3.1,0.98,1.47,3.08,-78.75,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.871,Tag 0,4.276,0.863,0.545,4.73,2.1,1.89,6.1,3.42,1.41,1.27,3.23,-78.43,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.919,Tag 1,3.087,1.598,2.029,4.24,2.98,2.26,6.08,3.1,0.99,1.46,3.17,-78.4,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.919,Tag 0,4.276,0.863,0.545,4.73,2.1,1.89,6.1,3.42,1.41,1.27,3.23,-78.43,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.970,Tag 1,3.087,1.598,2.029,4.24,2.98,2.26,6.08,3.1,0.99,1.46,3.17,-78.4,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:35.970,Tag 0,4.246,0.882,0.613,4.71,2.13,1.9,5.68,3.51,1.38,1.29,3.21,-78.41,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.020,Tag 1,3.069,1.723,2.08,4.27,3.05,2.25,6.42,3.1,0.98,1.46,3.19,-78.12,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.020,Tag 0,4.246,0.882,0.613,4.71,2.13,1.9,5.68,3.51,1.38,1.29,3.21,-78.41,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.070,Tag 1,3.069,1.723,2.08,4.27,3.05,2.25,6.42,3.1,0.98,1.46,3.19,-78.12,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.070,Tag 0,4.346,0.878,0.507,4.69,2.21,1.91,5.73,3.47,1.46,1.32,3.2,-78.23,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.120,Tag 1,3.042,1.851,2.127,4.29,3.0,2.26,,3.09,0.99,1.46,3.21,-78.66,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.120,Tag 0,4.346,0.878,0.507,4.69,2.21,1.91,5.73,3.47,1.46,1.32,3.2,-78.23,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.171,Tag 1,3.042,1.851,2.127,4.29,3.0,2.26,,3.09,0.99,1.46,3.21,-78.66,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.171,Tag 0,4.39,0.893,0.481,4.69,2.27,1.92,5.5,3.46,1.43,1.33,3.18,-78.29,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.220,Tag 1,3.036,1.935,2.158,4.28,2.89,2.27,6.71,3.1,0.99,1.46,3.19,-78.19,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.220,Tag 0,4.39,0.893,0.481,4.69,2.27,1.92,5.5,3.46,1.43,1.33,3.18,-78.29,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.270,Tag 1,3.036,1.935,2.158,4.28,2.89,2.27,6.71,3.1,0.99,1.46,3.19,-78.19,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.270,Tag 0,4.393,1.466,0.654,4.75,2.31,1.92,5.6,3.45,1.4,1.34,3.17,-78.47,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.320,Tag 0,4.393,1.466,0.654,4.75,2.31,1.92,5.6,3.45,1.4,1.34,3.17,-78.47,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.321,Tag 1,3.051,1.968,2.171,4.19,2.79,2.26,6.96,3.09,0.96,1.47,3.18,-78.4,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.370,Tag 1,3.051,1.968,2.171,4.19,2.79,2.26,6.96,3.09,0.96,1.47,3.18,-78.4,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.370,Tag 0,4.387,1.496,0.726,4.81,2.33,1.93,5.68,3.45,1.38,1.33,3.15,-78.64,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.421,Tag 1,3.062,1.965,2.171,4.1,2.71,2.27,6.72,3.09,0.95,1.49,3.16,-78.69,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.421,Tag 0,4.387,1.496,0.726,4.81,2.33,1.93,5.68,3.45,1.38,1.33,3.15,-78.64,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.471,Tag 1,3.062,1.965,2.171,4.1,2.71,2.27,6.72,3.09,0.95,1.49,3.16,-78.69,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.471,Tag 0,4.387,1.531,0.809,4.79,2.27,1.94,5.4,3.46,1.35,1.31,3.13,-78.76,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.519,Tag 1,3.07,1.927,2.161,4.04,2.72,2.28,6.41,3.11,0.94,1.51,3.14,-78.79,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.519,Tag 0,4.387,1.531,0.809,4.79,2.27,1.94,5.4,3.46,1.35,1.31,3.13,-78.76,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.570,Tag 1,3.07,1.927,2.161,4.04,2.72,2.28,6.41,3.11,0.94,1.51,3.14,-78.79,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.570,Tag 0,4.382,1.549,0.877,4.76,2.21,1.94,5.09,3.46,1.32,1.29,3.11,-78.7,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.620,Tag 1,3.068,1.875,2.149,3.99,2.67,2.3,6.16,3.1,0.92,,3.13,-78.58,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.620,Tag 0,4.382,1.549,0.877,4.76,2.21,1.94,5.09,3.46,1.32,1.29,3.11,-78.7,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.670,Tag 1,3.068,1.875,2.149,3.99,2.67,2.3,6.16,3.1,0.92,,3.13,-78.58,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.670,Tag 0,4.387,1.557,0.897,4.66,2.14,1.95,4.91,3.47,1.3,1.27,3.09,-78.58,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.721,Tag 1,3.068,1.795,2.133,3.95,2.62,,6.23,3.1,0.91,1.54,3.15,-78.38,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.721,Tag 0,4.387,1.557,0.897,4.66,2.14,1.95,4.91,3.47,1.3,1.27,3.09,-78.58,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.771,Tag 1,3.068,1.795,2.133,3.95,2.62,,6.23,3.1,0.91,1.54,3.15,-78.38,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.771,Tag 0,4.385,1.542,0.896,4.57,2.14,1.94,4.75,3.49,1.29,1.26,3.08,-78.68,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.820,Tag 1,3.065,1.008,1.766,3.92,2.58,2.33,6.28,3.1,0.9,1.56,3.16,-78.4,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.820,Tag 0,4.385,1.542,0.896,4.57,2.14,1.94,4.75,3.49,1.29,1.26,3.08,-78.68,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.870,Tag 1,3.065,1.008,1.766,3.92,2.58,2.33,6.28,3.1,0.9,1.56,3.16,-78.4,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.870,Tag 0,4.373,1.519,0.897,4.58,2.1,1.95,4.7,3.5,1.27,1.25,3.07,-78.67,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.921,Tag 1,3.03,0.944,1.752,3.89,2.54,2.35,6.35,3.1,0.89,1.57,3.17,-78.54,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.921,Tag 0,4.373,1.519,0.897,4.58,2.1,1.95,4.7,3.5,1.27,1.25,3.07,-78.67,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.970,Tag 1,3.03,0.944,1.752,3.89,2.54,2.35,6.35,3.1,0.89,1.57,3.17,-78.54,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:36.970,Tag 0,4.357,1.487,0.889,4.51,2.09,1.94,4.66,3.52,1.25,1.25,3.07,-78.62,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.021,Tag 1,2.998,0.889,1.742,3.87,2.51,2.36,6.53,3.11,0.88,1.59,3.17,-78.48,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.021,Tag 0,4.357,1.487,0.889,4.51,2.09,1.94,4.66,3.52,1.25,1.25,3.07,-78.62,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.071,Tag 1,2.998,0.889,1.742,3.87,2.51,2.36,6.53,3.11,0.88,1.59,3.17,-78.48,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.071,Tag 0,4.31,1.453,0.915,4.64,2.03,1.94,4.63,3.54,1.25,1.24,3.06,-78.67,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.121,Tag 1,2.974,0.842,1.736,3.85,2.48,2.36,6.69,3.11,0.88,1.62,3.18,-78.53,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.121,Tag 0,4.31,1.453,0.915,4.64,2.03,1.94,4.63,3.54,1.25,1.24,3.06,-78.67,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.171,Tag 1,2.974,0.842,1.736,3.85,2.48,2.36,6.69,3.11,0.88,1.62,3.18,-78.53,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.171,Tag 0,4.301,1.419,0.886,4.77,2.0,1.94,4.59,3.55,1.24,1.29,3.06,-78.6,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.222,Tag 1,2.963,0.791,1.726,3.83,2.46,2.36,6.73,3.1,0.88,1.63,3.18,-78.65,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.222,Tag 0,4.301,1.419,0.886,4.77,2.0,1.94,4.59,3.55,1.24,1.29,3.06,-78.6,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.271,Tag 1,2.963,0.791,1.726,3.83,2.46,2.36,6.73,3.1,0.88,1.63,3.18,-78.65,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.271,Tag 0,4.315,1.391,0.759,4.88,2.0,1.94,4.57,3.54,1.24,1.33,3.05,-78.69,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.320,Tag 1,2.959,0.748,1.713,3.82,2.43,2.36,6.98,3.1,0.88,1.63,3.19,-78.73,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.320,Tag 0,4.315,1.391,0.759,4.88,2.0,1.94,4.57,3.54,1.24,1.33,3.05,-78.69,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.369,Tag 1,2.959,0.748,1.713,3.82,2.43,2.36,6.98,3.1,0.88,1.63,3.19,-78.73,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.369,Tag 0,4.357,1.379,0.615,4.98,2.13,1.93,4.59,3.52,1.23,1.29,3.04,-78.37,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.419,Tag 1,2.942,1.421,2.049,3.8,2.39,2.36,7.18,3.1,0.87,1.64,,-78.58,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.419,Tag 0,4.357,1.379,0.615,4.98,2.13,1.93,4.59,3.52,1.23,1.29,3.04,-78.37,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.470,Tag 1,2.942,1.421,2.049,3.8,2.39,2.36,7.18,3.1,0.87,1.64,,-78.58,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.470,Tag 0,4.432,1.384,0.44,5.05,2.09,1.92,4.6,3.51,1.24,1.29,3.05,-78.51,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.519,Tag 1,2.943,1.386,2.037,3.78,2.35,2.36,6.73,3.09,0.88,1.63,3.18,-77.59,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.519,Tag 0,4.432,1.384,0.44,5.05,2.09,1.92,4.6,3.51,1.24,1.29,3.05,-78.51,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.572,Tag 1,2.943,1.386,2.037,3.78,2.35,2.36,6.73,3.09,0.88,1.63,3.18,-77.59,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.572,Tag 0,4.499,1.395,0.284,4.99,2.06,1.91,4.88,3.5,1.24,1.3,3.06,-78.69,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.619,Tag 1,2.947,1.354,2.021,3.78,2.34,2.35,6.83,3.09,0.89,1.61,3.15,-78.48,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.619,Tag 0,4.499,1.395,0.284,4.99,2.06,1.91,4.88,3.5,1.24,1.3,3.06,-78.69,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.670,Tag 1,2.947,1.354,2.021,3.78,2.34,2.35,6.83,3.09,0.89,1.61,3.15,-78.48,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.670,Tag 0,4.579,1.401,0.107,4.83,2.03,1.9,4.89,3.47,1.23,1.32,3.07,-78.64,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.721,Tag 1,2.952,1.332,2.003,3.77,2.33,2.33,6.8,3.1,0.9,1.58,3.12,-78.34,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.721,Tag 0,4.579,1.401,0.107,4.83,2.03,1.9,4.89,3.47,1.23,1.32,3.07,-78.64,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.770,Tag 1,2.952,1.332,2.003,3.77,2.33,2.33,6.8,3.1,0.9,1.58,3.12,-78.34,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.770,Tag 0,4.605,1.409,-0.0,4.69,2.01,1.88,4.91,3.41,1.24,1.3,3.14,-78.5,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.820,Tag 1,2.956,1.313,1.984,3.74,2.31,2.32,6.76,3.08,0.92,1.56,3.14,-78.12,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.820,Tag 0,4.605,1.409,-0.0,4.69,2.01,1.88,4.91,3.41,1.24,1.3,3.14,-78.5,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.871,Tag 1,2.956,1.313,1.984,3.74,2.31,2.32,6.76,3.08,0.92,1.56,3.14,-78.12,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.871,Tag 0,4.595,1.416,0.013,4.53,2.0,1.87,5.07,3.39,1.24,1.31,3.15,-78.73,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.920,Tag 1,2.956,1.296,1.967,3.74,2.29,2.33,6.32,3.06,0.94,1.54,3.1,-78.05,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.920,Tag 0,4.595,1.416,0.013,4.53,2.0,1.87,5.07,3.39,1.24,1.31,3.15,-78.73,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.970,Tag 1,2.956,1.296,1.967,3.74,2.29,2.33,6.32,3.06,0.94,1.54,3.1,-78.05,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:37.970,Tag 0,4.538,1.42,0.136,4.46,2.0,1.86,4.87,3.45,1.24,1.3,3.17,-78.83,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:38.020,Tag 1,2.955,1.279,1.951,3.73,2.3,2.3,5.98,3.05,0.98,,3.04,-78.56,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:38.020,Tag 0,4.538,1.42,0.136,4.46,2.0,1.86,4.87,3.45,1.24,1.3,3.17,-78.83,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:38.070,Tag 1,2.955,1.279,1.951,3.73,2.3,2.3,5.98,3.05,0.98,,3.04,-78.56,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:38.070,Tag 0,4.45,1.407,0.289,4.38,2.05,1.86,4.71,3.45,1.25,1.29,3.13,-78.64,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:38.120,Tag 1,2.954,1.274,1.934,3.73,2.27,2.25,5.64,3.07,1.03,1.52,3.0,-78.63,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:38.120,Tag 0,4.45,1.407,0.289,4.38,2.05,1.86,4.71,3.45,1.25,1.29,3.13,-78.64,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:38.171,Tag 1,2.954,1.274,1.934,3.73,2.27,2.25,5.64,3.07,1.03,1.52,3.0,-78.63,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:38.171,Tag 0,4.336,1.4,0.472,4.27,2.08,1.85,4.62,3.41,1.26,1.3,3.18,-78.05,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:38.219,Tag 1,2.952,1.278,1.915,4.43,2.29,2.31,5.21,3.15,1.09,1.51,2.95,-78.18,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:38.219,Tag 0,4.336,1.4,0.472,4.27,2.08,1.85,4.62,3.41,1.26,1.3,3.18,-78.05,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:38.270,Tag 1,2.952,1.278,1.915,4.43,2.29,2.31,5.21,3.15,1.09,1.51,2.95,-78.18,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:38.270,Tag 0,4.199,1.404,0.681,4.27,2.03,1.85,4.45,3.48,1.31,1.38,3.25,-77.82,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:38.320,Tag 1,3.103,1.277,1.872,4.4,2.23,2.8,4.83,3.12,1.15,1.5,2.88,-78.46,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:38.320,Tag 0,4.199,1.404,0.681,4.27,2.03,1.85,4.45,3.48,1.31,1.38,3.25,-77.82,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:38.369,Tag 1,3.103,1.277,1.872,4.4,2.23,2.8,4.83,3.12,1.15,1.5,2.88,-78.46,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:38.369,Tag 0,4.08,1.406,0.882,4.27,2.01,1.92,4.23,3.52,1.33,1.53,3.3,-76.84,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:38.420,Tag 1,3.257,1.182,1.869,4.31,2.29,3.37,4.5,3.07,1.21,1.47,2.82,-78.43,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:38.420,Tag 0,4.08,1.406,0.882,4.27,2.01,1.92,4.23,3.52,1.33,1.53,3.3,-76.84,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:38.470,Tag 1,3.257,1.182,1.869,4.31,2.29,3.37,4.5,3.07,1.21,1.47,2.82,-78.43,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:38.470,Tag 0,3.976,1.402,1.073,4.29,1.99,1.93,4.03,3.48,1.35,1.53,3.34,-77.9,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:38.520,Tag 1,3.386,0.985,1.911,4.72,2.25,3.8,4.21,3.02,1.29,1.42,2.74,-78.39,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:38.520,Tag 0,3.976,1.402,1.073,4.29,1.99,1.93,4.03,3.48,1.35,1.53,3.34,-77.9,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:38.570,Tag 1,3.386,0.985,1.911,4.72,2.25,3.8,4.21,3.02,1.29,1.42,2.74,-78.39,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:38.570,Tag 0,3.919,1.392,1.147,4.25,1.99,2.15,3.96,3.43,1.38,1.51,3.39,-77.81,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:38.619,Tag 1,3.623,0.682,1.875,4.52,2.22,4.06,3.94,2.98,1.4,1.37,2.67,-78.69,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:38.619,Tag 0,3.919,1.392,1.147,4.25,1.99,2.15,3.96,3.43,1.38,1.51,3.39,-77.81,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:20:38.669,Tag 1,3.623,0.682,1.875,4.52,2.22,4.06,3.94,2.98,1.4,1.37,2.67,-78.69,0,0,0,0,0,0,0,0,0,0,0,0
