rangetime(ms),tag_ID,x(m),y(m),z(m),range0(m),range1(m),range2(m),range3(m),range4(m),range5(m),range6(m),range7(m),rx_pwr(dBm),accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,roll,pitch,yaw
2026-01-21 16:19:36.321,Tag 1,2.41,-0.28,0.635,2.67,0.91,,3.92,3.09,1.02,2.95,3.63,-78.71,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:36.321,Tag 0,1.465,-0.151,0.959,1.8,1.72,3.16,3.34,2.23,1.97,3.18,3.25,-76.28,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:36.371,Tag 1,2.41,-0.28,0.635,2.67,0.91,,3.92,3.09,1.02,2.95,3.63,-78.71,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:36.371,Tag 0,1.49,-0.135,0.954,1.85,1.66,3.11,3.32,2.24,1.9,3.14,3.25,-76.63,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:36.421,Tag 1,2.442,-0.293,0.647,2.76,0.89,2.95,4.01,3.31,0.95,2.92,3.67,-78.53,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:36.421,Tag 0,1.49,-0.135,0.954,1.85,1.66,3.11,3.32,2.24,1.9,3.14,3.25,-76.63,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:36.473,Tag 0,1.525,-0.117,0.947,1.93,1.6,,3.31,2.26,1.83,3.1,3.24,-76.91,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:36.473,Tag 1,2.442,-0.293,0.647,2.76,0.89,2.95,4.01,3.31,0.95,2.92,3.67,-78.53,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:36.522,Tag 0,1.525,-0.117,0.947,1.93,1.6,,3.31,2.26,1.83,3.1,3.24,-76.91,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:36.522,Tag 1,2.488,-0.294,0.67,2.86,0.87,2.91,4.07,3.24,0.9,2.86,3.73,-78.69,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:36.572,Tag 0,1.572,-0.115,0.937,2.01,1.54,3.06,3.29,2.27,1.76,3.05,3.27,-77.79,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:36.572,Tag 1,2.488,-0.294,0.67,2.86,0.87,2.91,4.07,3.24,0.9,2.86,3.73,-78.69,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:36.622,Tag 0,1.572,-0.115,0.937,2.01,1.54,3.06,3.29,2.27,1.76,3.05,3.27,-77.79,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:36.622,Tag 1,2.544,-0.285,0.695,2.85,0.85,2.86,4.1,3.16,0.86,2.81,3.7,-78.7,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:36.674,Tag 1,2.544,-0.285,0.695,2.85,0.85,2.86,4.1,3.16,0.86,2.81,3.7,-78.7,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:36.674,Tag 0,1.628,-0.105,0.931,2.11,1.5,3.0,3.27,2.28,1.69,2.99,3.31,-78.36,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:36.721,Tag 0,1.628,-0.105,0.931,2.11,1.5,3.0,3.27,2.28,1.69,2.99,3.31,-78.36,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:36.721,Tag 1,2.594,-0.264,0.718,2.91,0.86,2.79,4.13,3.1,0.83,2.75,3.69,-78.36,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:36.772,Tag 0,1.677,-0.089,0.908,2.23,1.44,2.93,,2.32,1.64,2.93,3.31,-78.11,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:36.773,Tag 1,2.594,-0.264,0.718,2.91,0.86,2.79,4.13,3.1,0.83,2.75,3.69,-78.36,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:36.823,Tag 0,1.677,-0.089,0.908,2.23,1.44,2.93,,2.32,1.64,2.93,3.31,-78.11,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:36.823,Tag 1,2.651,-0.228,0.747,3.03,0.87,2.73,4.13,,0.85,2.68,3.66,-78.93,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:36.872,Tag 1,2.651,-0.228,0.747,3.03,0.87,2.73,4.13,,0.85,2.68,3.66,-78.93,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:36.872,Tag 0,1.755,-0.069,0.922,2.24,1.37,2.86,3.26,2.33,1.62,2.86,3.32,-77.79,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:36.921,Tag 0,1.755,-0.069,0.922,2.24,1.37,2.86,3.26,2.33,1.62,2.86,3.32,-77.79,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:36.921,Tag 1,2.722,-0.182,0.78,3.11,0.88,2.66,4.33,3.04,0.87,,3.62,-78.83,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:36.972,Tag 0,1.834,-0.045,0.93,2.33,,2.81,3.34,2.35,1.61,2.8,3.32,-77.79,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:36.972,Tag 1,2.722,-0.182,0.78,3.11,0.88,2.66,4.33,3.04,0.87,,3.62,-78.83,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.022,Tag 0,1.834,-0.045,0.93,2.33,,2.81,3.34,2.35,1.61,2.8,3.32,-77.79,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.022,Tag 1,2.795,-0.116,0.812,3.11,0.87,2.6,4.26,3.01,0.88,2.6,,-78.73,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.072,Tag 1,2.795,-0.116,0.812,3.11,0.87,2.6,4.26,3.01,0.88,2.6,,-78.73,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.072,Tag 0,1.905,-0.006,0.961,2.38,1.36,2.74,,2.39,1.58,2.75,3.33,-78.31,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.123,Tag 1,2.852,-0.054,0.829,3.16,0.88,2.54,4.2,2.98,0.87,2.56,3.61,-78.24,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.123,Tag 0,1.905,-0.006,0.961,2.38,1.36,2.74,,2.39,1.58,2.75,3.33,-78.31,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.173,Tag 1,2.852,-0.054,0.829,3.16,0.88,2.54,4.2,2.98,0.87,2.56,3.61,-78.24,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.173,Tag 0,1.979,0.048,0.981,2.42,1.29,2.67,3.38,2.44,1.63,2.69,3.36,-76.94,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.222,Tag 0,1.979,0.048,0.981,2.42,1.29,2.67,3.38,2.44,1.63,2.69,3.36,-76.94,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.222,Tag 1,2.903,0.011,0.841,3.22,0.87,2.47,4.07,2.98,0.87,2.51,3.58,-78.01,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.272,Tag 1,2.903,0.011,0.841,3.22,0.87,2.47,4.07,2.98,0.87,2.51,3.58,-78.01,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.272,Tag 0,2.048,0.096,0.988,2.45,1.27,2.61,3.42,2.5,1.61,2.64,3.38,-76.63,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.372,Tag 1,2.903,0.011,0.841,3.22,0.87,2.47,4.07,2.98,0.87,2.51,3.58,-78.01,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.372,Tag 0,2.108,0.145,0.987,2.49,1.26,2.55,3.46,,1.56,2.6,3.42,-78.03,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.422,Tag 1,2.966,0.078,0.85,3.22,0.86,2.38,4.0,3.0,0.88,2.44,3.57,-78.03,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.422,Tag 0,2.108,0.145,0.987,2.49,1.26,2.55,3.46,,1.56,2.6,3.42,-78.03,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.471,Tag 0,2.156,0.2,0.982,2.53,1.27,2.49,3.54,2.59,1.53,2.59,3.46,-76.96,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.471,Tag 1,2.966,0.078,0.85,3.22,0.86,2.38,4.0,3.0,0.88,2.44,3.57,-78.03,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.523,Tag 0,2.156,0.2,0.982,2.53,1.27,2.49,3.54,2.59,1.53,2.59,3.46,-76.96,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.523,Tag 1,3.018,0.146,0.845,3.23,0.83,2.29,3.93,3.02,0.9,2.38,3.56,-77.94,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.572,Tag 1,3.018,0.146,0.845,3.23,0.83,2.29,3.93,3.02,0.9,2.38,3.56,-77.94,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.572,Tag 0,2.2,0.257,0.986,2.56,1.66,2.44,3.55,2.66,1.51,2.56,3.48,-77.2,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.622,Tag 0,2.2,0.257,0.986,2.56,1.66,2.44,3.55,2.66,1.51,2.56,3.48,-77.2,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.622,Tag 1,3.055,0.215,0.82,3.23,0.8,2.21,3.87,3.06,0.93,2.34,3.54,-77.61,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.675,Tag 0,2.215,0.34,1.013,2.62,1.57,2.4,3.55,2.72,1.5,2.55,3.51,-77.33,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.675,Tag 1,3.055,0.215,0.82,3.23,0.8,2.21,3.87,3.06,0.93,2.34,3.54,-77.61,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.721,Tag 0,2.215,0.34,1.013,2.62,1.57,2.4,3.55,2.72,1.5,2.55,3.51,-77.33,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.721,Tag 1,3.078,0.281,0.78,3.22,0.77,2.14,3.83,3.08,0.96,2.3,3.53,-78.0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.772,Tag 1,3.078,0.281,0.78,3.22,0.77,2.14,3.83,3.08,0.96,2.3,3.53,-78.0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.772,Tag 0,2.231,0.417,1.043,2.67,1.48,2.36,3.56,2.75,1.51,2.54,3.56,-77.33,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.822,Tag 0,2.231,0.417,1.043,2.67,1.48,2.36,3.56,2.75,1.51,2.54,3.56,-77.33,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.822,Tag 1,3.1,0.348,0.731,3.22,0.74,2.07,3.8,3.11,0.99,2.27,3.53,-78.37,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.872,Tag 0,2.252,0.484,1.075,2.71,1.4,2.32,3.56,2.79,1.5,2.52,3.59,-77.04,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.872,Tag 1,3.1,0.348,0.731,3.22,0.74,2.07,3.8,3.11,0.99,2.27,3.53,-78.37,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.922,Tag 0,2.252,0.484,1.075,2.71,1.4,2.32,3.56,2.79,1.5,2.52,3.59,-77.04,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.922,Tag 1,3.117,0.413,0.667,3.27,0.73,2.02,3.8,3.15,1.02,2.25,3.54,-77.83,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.973,Tag 0,2.279,0.542,1.099,2.75,1.33,2.3,3.57,2.89,1.48,2.51,3.61,-77.45,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:37.973,Tag 1,3.117,0.413,0.667,3.27,0.73,2.02,3.8,3.15,1.02,2.25,3.54,-77.83,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.023,Tag 1,3.131,0.473,0.591,3.3,0.7,1.99,3.8,3.19,1.04,2.23,3.55,-78.31,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.023,Tag 0,2.279,0.542,1.099,2.75,1.33,2.3,3.57,2.89,1.48,2.51,3.61,-77.45,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.073,Tag 1,3.131,0.473,0.591,3.3,0.7,1.99,3.8,3.19,1.04,2.23,3.55,-78.31,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.073,Tag 0,2.31,0.588,1.113,2.77,1.28,2.27,3.57,2.93,1.47,2.5,3.63,-77.36,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.124,Tag 0,2.31,0.588,1.113,2.77,1.28,2.27,3.57,2.93,1.47,2.5,3.63,-77.36,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.124,Tag 1,3.151,0.52,0.506,3.38,0.69,1.95,3.8,3.22,1.06,2.21,3.55,-77.6,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.173,Tag 1,3.151,0.52,0.506,3.38,0.69,1.95,3.8,3.22,1.06,2.21,3.55,-77.6,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.173,Tag 0,2.346,0.622,1.12,2.8,1.22,2.25,3.57,3.0,1.46,2.48,3.64,-77.22,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.223,Tag 0,2.346,0.622,1.12,2.8,1.22,2.25,3.57,3.0,1.46,2.48,3.64,-77.22,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.223,Tag 1,3.185,0.558,0.387,3.35,0.66,1.93,3.81,3.2,1.09,2.2,3.56,-77.19,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.273,Tag 0,2.415,0.61,1.073,2.82,1.17,2.23,3.57,3.05,1.44,2.47,3.65,-77.33,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.273,Tag 1,3.185,0.558,0.387,3.35,0.66,1.93,3.81,3.2,1.09,2.2,3.56,-77.19,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.323,Tag 0,2.415,0.61,1.073,2.82,1.17,2.23,3.57,3.05,1.44,2.47,3.65,-77.33,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.323,Tag 1,3.211,0.587,0.281,3.36,0.65,1.9,3.79,3.2,1.1,2.18,3.56,-77.19,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.372,Tag 0,2.475,0.6,1.027,2.83,1.12,2.21,3.57,3.08,1.43,2.47,3.67,-77.29,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.372,Tag 1,3.211,0.587,0.281,3.36,0.65,1.9,3.79,3.2,1.1,2.18,3.56,-77.19,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.423,Tag 1,3.235,0.61,0.186,3.32,0.65,1.87,3.77,3.21,1.12,2.18,3.57,-78.02,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.423,Tag 0,2.475,0.6,1.027,2.83,1.12,2.21,3.57,3.08,1.43,2.47,3.67,-77.29,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.474,Tag 0,2.526,0.593,0.98,2.84,1.06,2.2,3.56,3.14,1.44,2.47,3.68,-77.66,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.474,Tag 1,3.235,0.61,0.186,3.32,0.65,1.87,3.77,3.21,1.12,2.18,3.57,-78.02,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.523,Tag 1,3.251,0.629,0.108,3.3,0.65,1.84,3.75,3.23,1.12,2.16,3.55,-78.74,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.523,Tag 0,2.526,0.593,0.98,2.84,1.06,2.2,3.56,3.14,1.44,2.47,3.68,-77.66,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.572,Tag 0,2.569,0.585,0.934,2.86,1.03,2.19,3.56,3.24,1.45,2.46,3.68,-76.66,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.572,Tag 1,3.251,0.629,0.108,3.3,0.65,1.84,3.75,3.23,1.12,2.16,3.55,-78.74,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.622,Tag 0,2.569,0.585,0.934,2.86,1.03,2.19,3.56,3.24,1.45,2.46,3.68,-76.66,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.622,Tag 1,3.254,0.643,0.045,3.26,0.65,1.83,3.74,3.24,1.13,2.15,3.55,-78.64,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.674,Tag 1,3.254,0.643,0.045,3.26,0.65,1.83,3.74,3.24,1.13,2.15,3.55,-78.64,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.674,Tag 0,2.607,0.578,0.893,2.87,1.01,2.19,3.55,3.25,1.45,2.46,3.7,-76.84,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.722,Tag 1,3.243,0.656,0.0,3.24,0.66,1.81,3.7,3.23,1.15,2.14,3.53,-78.76,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.722,Tag 0,2.607,0.578,0.893,2.87,1.01,2.19,3.55,3.25,1.45,2.46,3.7,-76.84,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.773,Tag 1,3.243,0.656,0.0,3.24,0.66,1.81,3.7,3.23,1.15,2.14,3.53,-78.76,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.773,Tag 0,2.639,0.57,0.857,2.86,0.98,2.19,3.55,3.26,1.44,2.47,3.68,-76.57,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.823,Tag 1,3.215,0.67,0.0,3.24,0.67,1.8,3.67,3.22,1.17,2.15,3.51,-78.68,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.823,Tag 0,2.639,0.57,0.857,2.86,0.98,2.19,3.55,3.26,1.44,2.47,3.68,-76.57,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.873,Tag 0,2.664,0.56,0.824,2.85,0.95,2.2,3.55,3.24,1.45,2.49,3.69,-76.68,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.873,Tag 1,3.215,0.67,0.0,3.24,0.67,1.8,3.67,3.22,1.17,2.15,3.51,-78.68,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.923,Tag 0,2.664,0.56,0.824,2.85,0.95,2.2,3.55,3.24,1.45,2.49,3.69,-76.68,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.923,Tag 1,3.193,0.683,0.0,3.18,0.68,1.79,3.65,3.2,1.18,2.15,3.5,-78.49,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.973,Tag 1,3.193,0.683,0.0,3.18,0.68,1.79,3.65,3.2,1.18,2.15,3.5,-78.49,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:38.973,Tag 0,2.683,0.55,0.794,2.84,0.94,2.21,3.56,3.23,1.46,2.49,3.71,-76.65,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:39.023,Tag 0,2.683,0.55,0.794,2.84,0.94,2.21,3.56,3.23,1.46,2.49,3.71,-76.65,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:39.023,Tag 1,3.164,0.695,0.0,3.17,0.69,1.77,3.63,3.19,1.19,2.15,3.49,-78.17,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:39.074,Tag 0,2.693,0.538,0.768,2.82,0.93,2.21,3.56,3.23,1.46,2.5,3.73,-76.82,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:39.074,Tag 1,3.164,0.695,0.0,3.17,0.69,1.77,3.63,3.19,1.19,2.15,3.49,-78.17,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:39.123,Tag 0,2.693,0.538,0.768,2.82,0.93,2.21,3.56,3.23,1.46,2.5,3.73,-76.82,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:39.123,Tag 1,3.138,0.707,0.0,3.17,0.69,1.78,3.6,3.17,1.2,2.14,3.49,-78.13,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:39.173,Tag 0,2.697,0.526,0.748,2.81,0.91,2.21,3.56,3.21,1.46,2.5,3.71,-77.07,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:39.173,Tag 1,3.138,0.707,0.0,3.17,0.69,1.78,3.6,3.17,1.2,2.14,3.49,-78.13,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:39.223,Tag 1,3.118,0.717,0.0,3.17,0.68,1.77,3.58,3.17,1.21,2.14,3.49,-78.67,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:39.223,Tag 0,2.697,0.526,0.748,2.81,0.91,2.21,3.56,3.21,1.46,2.5,3.71,-77.07,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:39.273,Tag 0,2.696,0.514,0.73,2.8,0.93,2.21,3.54,3.31,1.46,2.5,3.7,-77.96,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:39.273,Tag 1,3.118,0.717,0.0,3.17,0.68,1.77,3.58,3.17,1.21,2.14,3.49,-78.67,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:39.323,Tag 1,3.102,0.724,-0.0,3.13,0.67,1.76,3.56,3.16,1.21,2.15,3.48,-78.25,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:39.323,Tag 0,2.696,0.514,0.73,2.8,0.93,2.21,3.54,3.31,1.46,2.5,3.7,-77.96,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:39.372,Tag 0,2.688,0.506,0.713,2.78,0.95,2.21,3.52,3.28,1.46,2.49,3.66,-77.59,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:39.373,Tag 1,3.102,0.724,-0.0,3.13,0.67,1.76,3.56,3.16,1.21,2.15,3.48,-78.25,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:39.423,Tag 1,3.084,0.729,-0.0,3.14,0.68,1.76,3.54,3.15,1.2,2.14,3.49,-78.97,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:39.423,Tag 0,2.688,0.506,0.713,2.78,0.95,2.21,3.52,3.28,1.46,2.49,3.66,-77.59,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:39.473,Tag 0,2.676,0.501,0.703,2.76,1.02,2.21,3.51,3.23,1.47,2.48,3.62,-77.28,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:39.473,Tag 1,3.084,0.729,-0.0,3.14,0.68,1.76,3.54,3.15,1.2,2.14,3.49,-78.97,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:39.523,Tag 0,2.676,0.501,0.703,2.76,1.02,2.21,3.51,3.23,1.47,2.48,3.62,-77.28,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:39.523,Tag 1,3.067,0.735,0.0,3.15,0.7,1.76,3.52,3.15,1.2,2.13,3.47,-78.87,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:39.574,Tag 1,3.067,0.735,0.0,3.15,0.7,1.76,3.52,3.15,1.2,2.13,3.47,-78.87,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-21 16:19:39.574,Tag 0,2.656,0.502,0.708,2.74,1.12,2.22,3.5,3.19,1.44,2.47,3.6,-76.84,0,0,0,0,0,0,0,0,0,0,0,0
