contact_time,threshold_value,point_name,fixed_point_x,fixed_point_y,fixed_point_z,tag_x,tag_y,tag_z,tag_id,distance
2026-01-21 16:19:40.523,0.75,焊把钳下端,3.02,1.15,1.56,3.091,0.809,0.934,Tag 1,0.7163783916339185
2026-01-21 16:19:40.572,0.75,焊把钳下端,3.02,1.15,1.56,3.091,0.809,0.934,Tag 1,0.7163783916339185
2026-01-21 16:19:40.622,0.75,焊把钳下端,3.02,1.15,1.56,3.067,0.794,1.047,Tag 1,0.6261900669924428
2026-01-21 16:19:40.674,0.75,焊把钳下端,3.02,1.15,1.56,3.067,0.794,1.047,Tag 1,0.6261900669924428
2026-01-21 16:19:40.721,0.75,焊把钳下端,3.02,1.15,1.56,3.032,0.769,1.135,Tag 1,0.5709027938274606
2026-01-21 16:19:40.772,0.75,焊把钳下端,3.02,1.15,1.56,3.032,0.769,1.135,Tag 1,0.5709027938274606
2026-01-21 16:19:40.822,0.75,焊把钳下端,3.02,1.15,1.56,3.011,0.741,1.2,Tag 1,0.544942198769741
2026-01-21 16:19:40.873,0.75,焊把钳下端,3.02,1.15,1.56,3.011,0.741,1.2,Tag 1,0.544942198769741
2026-01-21 16:19:40.923,0.75,焊把钳下端,3.02,1.15,1.56,2.994,0.718,1.253,Tag 1,0.530611910910413
2026-01-21 16:19:40.973,0.75,焊把钳下端,3.02,1.15,1.56,2.994,0.718,1.253,Tag 1,0.530611910910413
2026-01-21 16:19:41.022,0.75,焊把钳下端,3.02,1.15,1.56,2.978,0.692,1.3,Tag 1,0.5283256571471804
2026-01-21 16:19:41.072,0.75,焊把钳下端,3.02,1.15,1.56,2.978,0.692,1.3,Tag 1,0.5283256571471804
2026-01-21 16:19:41.122,0.75,焊把钳下端,3.02,1.15,1.56,2.911,0.729,1.388,Tag 1,0.46766013300258985
2026-01-21 16:19:41.173,0.75,焊把钳下端,3.02,1.15,1.56,2.911,0.729,1.388,Tag 1,0.46766013300258985
2026-01-21 16:19:41.222,0.75,焊把钳下端,3.02,1.15,1.56,2.831,0.788,1.471,Tag 1,0.4179545429828463
2026-01-21 16:19:41.272,0.75,焊把钳下端,3.02,1.15,1.56,2.831,0.788,1.471,Tag 1,0.4179545429828463
2026-01-21 16:19:41.323,0.75,焊把钳下端,3.02,1.15,1.56,2.806,0.845,1.54,Tag 1,0.37312330401624605
2026-01-21 16:19:41.373,0.75,焊把钳下端,3.02,1.15,1.56,2.806,0.845,1.54,Tag 1,0.37312330401624605
2026-01-21 16:19:41.423,0.75,焊把钳下端,3.02,1.15,1.56,2.803,0.892,1.59,Tag 1,0.3384567919247595
2026-01-21 16:19:41.472,0.75,焊把钳下端,3.02,1.15,1.56,2.803,0.892,1.59,Tag 1,0.3384567919247595
2026-01-21 16:19:41.524,0.75,焊把钳下端,3.02,1.15,1.56,2.808,0.926,1.616,Tag 1,0.3134581311754411
2026-01-21 16:19:41.573,0.75,焊把钳下端,3.02,1.15,1.56,2.808,0.926,1.616,Tag 1,0.3134581311754411
2026-01-21 16:19:41.623,0.75,焊把钳下端,3.02,1.15,1.56,2.823,0.956,1.612,Tag 1,0.2813343206933701
2026-01-21 16:19:41.673,0.75,焊把钳下端,3.02,1.15,1.56,2.823,0.956,1.612,Tag 1,0.2813343206933701
2026-01-21 16:19:41.723,0.75,焊把钳下端,3.02,1.15,1.56,2.896,0.93,1.538,Tag 1,0.25349556209133123
2026-01-21 16:19:41.772,0.75,焊把钳下端,3.02,1.15,1.56,2.896,0.93,1.538,Tag 1,0.25349556209133123
2026-01-21 16:19:41.823,0.75,焊把钳下端,3.02,1.15,1.56,2.981,0.889,1.441,Tag 1,0.28948747814024695
2026-01-21 16:19:41.872,0.75,焊把钳下端,3.02,1.15,1.56,2.981,0.889,1.441,Tag 1,0.28948747814024695
2026-01-21 16:19:41.924,0.75,焊把钳下端,3.02,1.15,1.56,3.011,0.853,1.33,Tag 1,0.37575257816813434
2026-01-21 16:19:41.973,0.75,焊把钳下端,3.02,1.15,1.56,3.011,0.853,1.33,Tag 1,0.37575257816813434
2026-01-21 16:19:42.023,0.75,焊把钳下端,3.02,1.15,1.56,3.028,0.821,1.213,Tag 1,0.4782405252589956
2026-01-21 16:19:42.072,0.75,焊把钳下端,3.02,1.15,1.56,3.028,0.821,1.213,Tag 1,0.4782405252589956
2026-01-21 16:19:42.122,0.75,焊把钳下端,3.02,1.15,1.56,3.052,0.805,1.094,Tag 1,0.580693550851049
2026-01-21 16:19:42.173,0.75,焊把钳下端,3.02,1.15,1.56,3.052,0.805,1.094,Tag 1,0.580693550851049
2026-01-21 16:19:42.222,0.75,焊把钳下端,3.02,1.15,1.56,3.072,0.795,0.979,Tag 1,0.6828543036402421
2026-01-21 16:19:42.272,0.75,焊把钳下端,3.02,1.15,1.56,3.072,0.795,0.979,Tag 1,0.6828543036402421
2026-01-21 16:19:42.872,0.35,油箱顶部,2.86,0.42,0.25,2.851,0.411,0.57,Tag 0,0.32025302496619756
2026-01-21 16:19:42.924,0.35,油箱顶部,2.86,0.42,0.25,2.851,0.411,0.57,Tag 0,0.32025302496619756
2026-01-21 16:19:42.974,0.35,油箱顶部,2.86,0.42,0.25,2.853,0.423,0.542,Tag 0,0.2920992981847098
2026-01-21 16:19:43.024,0.35,油箱顶部,2.86,0.42,0.25,2.853,0.423,0.542,Tag 0,0.2920992981847098
2026-01-21 16:19:43.073,0.35,油箱顶部,2.86,0.42,0.25,2.852,0.433,0.52,Tag 0,0.27043113726048634
2026-01-21 16:19:43.124,0.35,油箱顶部,2.86,0.42,0.25,2.852,0.433,0.52,Tag 0,0.27043113726048634
2026-01-21 16:19:43.173,0.25,灭火器把手,2.84,0.69,0.5,2.85,0.442,0.508,Tag 0,0.24833042503889846
2026-01-21 16:19:43.223,0.25,灭火器把手,2.84,0.69,0.5,2.85,0.442,0.508,Tag 0,0.24833042503889846
2026-01-21 16:19:43.273,0.25,灭火器把手,2.84,0.69,0.5,2.845,0.449,0.508,Tag 0,0.2411845766213088
