rangetime(ms),tag_ID,x(m),y(m),z(m),range0(m),range1(m),range2(m),range3(m),range4(m),range5(m),range6(m),range7(m),rx_pwr(dBm),accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,roll,pitch,yaw,
2026-01-21 16:03:14.711,Tag 1,1.410,-0.440,0.810,2.05,2.04,4.11,2.93,1.51,1.62,null,2.78,-78.73,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 16:03:14.762,Tag 1,1.438,-0.645,0.711,2.12,2.06,3.95,2.95,1.52,1.60,2.94,2.76,-78.36,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 16:03:14.811,Tag 1,1.438,-0.645,0.711,2.12,2.06,3.95,2.95,1.52,1.60,2.94,2.76,-78.36,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 16:03:14.862,Tag 1,1.464,-0.799,0.691,2.16,2.06,3.81,2.96,1.54,1.59,2.91,2.73,-78.13,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 16:03:14.913,Tag 1,1.464,-0.799,0.691,2.16,2.06,3.81,2.96,1.54,1.59,2.91,2.73,-78.13,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 16:03:14.962,Tag 1,1.493,-0.917,0.706,2.21,2.07,3.70,2.97,1.55,1.57,2.88,2.71,-78.47,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 16:03:15.012,Tag 1,1.493,-0.917,0.706,2.21,2.07,3.70,2.97,1.55,1.57,2.88,2.71,-78.47,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 16:03:15.062,Tag 1,1.529,-1.006,0.743,2.26,2.07,3.61,2.99,1.55,1.55,2.87,2.69,-78.86,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 16:03:15.113,Tag 1,1.529,-1.006,0.743,2.26,2.07,3.61,2.99,1.55,1.55,2.87,2.69,-78.86,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 16:03:15.162,Tag 1,1.565,-0.867,0.989,2.30,2.07,3.54,3.00,1.57,1.53,2.85,2.69,-79.14,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 16:03:15.210,Tag 1,1.565,-0.867,0.989,2.30,2.07,3.54,3.00,1.57,1.53,2.85,2.69,-79.14,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 16:03:15.262,Tag 1,1.600,-0.693,1.245,2.34,2.07,3.47,3.02,1.58,1.51,2.84,2.68,-78.61,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 16:03:15.311,Tag 1,1.600,-0.693,1.245,2.34,2.07,3.47,3.02,1.58,1.51,2.84,2.68,-78.61,0,0,0,0,0,0,0,0,0,0,0,0,,
2026-01-21 16:03:15.362,Tag 1,1.632,-0.532,1.396,2.38,2.07,3.42,3.03,1.58,1.49,2.83,2.68,-78.86,0,0,0,0,0,0,0,0,0,0,0,0,,
