contact_time,threshold_value,point_name,fixed_point_x,fixed_point_y,fixed_point_z,tag_x,tag_y,tag_z,tag_id,distance,distance_ratio
2026-01-21 16:03:27.261,0.2,灭火器把手,2.84,0.69,0.5,2.701,0.635,0.616,Tag 1,0.18921416437465757,0.9460708218732878
2026-01-21 16:03:27.312,0.2,灭火器把手,2.84,0.69,0.5,2.701,0.635,0.616,Tag 1,0.18921416437465757,0.9460708218732878
2026-01-21 16:03:27.362,0.2,灭火器把手,2.84,0.69,0.5,2.725,0.628,0.581,Tag 1,0.15372052563011854,0.7686026281505927
2026-01-21 16:03:27.411,0.2,灭火器把手,2.84,0.69,0.5,2.725,0.628,0.581,Tag 1,0.15372052563011854,0.7686026281505927
2026-01-21 16:03:27.461,0.2,灭火器把手,2.84,0.69,0.5,2.736,0.638,0.594,Tag 1,0.14951922953252506,0.7475961476626253
2026-01-21 16:03:27.512,0.2,灭火器把手,2.84,0.69,0.5,2.736,0.638,0.594,Tag 1,0.14951922953252506,0.7475961476626253
2026-01-21 16:03:27.561,0.2,灭火器把手,2.84,0.69,0.5,2.762,0.629,0.551,Tag 1,0.11138222479372539,0.556911123968627
2026-01-21 16:03:27.613,0.2,灭火器把手,2.84,0.69,0.5,2.762,0.629,0.551,Tag 1,0.11138222479372539,0.556911123968627
2026-01-21 16:03:27.662,0.2,灭火器把手,2.84,0.69,0.5,2.785,0.622,0.514,Tag 1,0.08857200460642156,0.4428600230321078
2026-01-21 16:03:27.711,0.2,灭火器把手,2.84,0.69,0.5,2.785,0.622,0.514,Tag 1,0.08857200460642156,0.4428600230321078
2026-01-21 16:03:27.761,0.2,灭火器把手,2.84,0.69,0.5,2.804,0.617,0.483,Tag 1,0.0831504660239496,0.415752330119748
2026-01-21 16:03:27.812,0.2,灭火器把手,2.84,0.69,0.5,2.804,0.617,0.483,Tag 1,0.0831504660239496,0.415752330119748
2026-01-21 16:03:27.861,0.2,灭火器把手,2.84,0.69,0.5,2.82,0.611,0.455,Tag 1,0.09309135298189619,0.46545676490948096
2026-01-21 16:03:27.913,0.2,灭火器把手,2.84,0.69,0.5,2.82,0.611,0.455,Tag 1,0.09309135298189619,0.46545676490948096
2026-01-21 16:03:27.962,0.2,灭火器把手,2.84,0.69,0.5,2.833,0.606,0.433,Tag 1,0.10767543823918244,0.5383771911959121
2026-01-21 16:03:28.011,0.2,灭火器把手,2.84,0.69,0.5,2.833,0.606,0.433,Tag 1,0.10767543823918244,0.5383771911959121
2026-01-21 16:03:28.062,0.2,灭火器把手,2.84,0.69,0.5,2.844,0.603,0.415,Tag 1,0.12169634341261037,0.6084817170630519
2026-01-21 16:03:28.112,0.2,灭火器把手,2.84,0.69,0.5,2.844,0.603,0.415,Tag 1,0.12169634341261037,0.6084817170630519
2026-01-21 16:03:28.161,0.2,灭火器把手,2.84,0.69,0.5,2.852,0.601,0.4,Tag 1,0.13440610105199835,0.6720305052599918
2026-01-21 16:03:28.212,0.2,灭火器把手,2.84,0.69,0.5,2.852,0.601,0.4,Tag 1,0.13440610105199835,0.6720305052599918
2026-01-21 16:03:28.261,0.2,灭火器把手,2.84,0.69,0.5,2.855,0.602,0.388,Tag 1,0.14322360140703067,0.7161180070351533
2026-01-21 16:03:28.313,0.2,灭火器把手,2.84,0.69,0.5,2.855,0.602,0.388,Tag 1,0.14322360140703067,0.7161180070351533
2026-01-21 16:03:28.362,0.3,油箱顶部,2.86,0.42,0.25,2.854,0.602,0.379,Tag 1,0.22316137658654106,0.7438712552884702
2026-01-21 16:03:28.412,0.3,油箱顶部,2.86,0.42,0.25,2.854,0.602,0.379,Tag 1,0.22316137658654106,0.7438712552884702
2026-01-21 16:03:28.463,0.3,油箱顶部,2.86,0.42,0.25,2.851,0.601,0.367,Tag 1,0.21571045408139122,0.7190348469379708
